date,time,username,name,tweet,polarity,sentiment
9/10/2020,15:30:09,siasnowsports,SIA,We support s and s RESTART Act please Contact Your Congresspeople Today To Ask For Their Urgent Support of a New Stimulus Package Watch the recording of today s event snowsports unitedbywinter restartact,0.136363636,positive
9/10/2020,14:54:43,michele_riaa,Michele Ballantyne,Challenging times for musicians amp the industry but hard work to transform the biz has provided a solid foundation Fans music amp 72M paid subscriptions 6 growth in recorded music during first half of 2020 RIAA supports musicians venues RESTARTact SaveOurStages,0.058333333,positive
9/10/2020,14:01:40,toethepartyline,Toe The Line,Thousands of small businesses across the country including at least 85 in CO are calling on Congress to pass my RESTARTAct to support the small businesses hit hardest by the economic crisis Now is the moment to listen to them and pass the RESTART Act,-0.15,negative
9/10/2020,14:00:43,senatorbennet,Michael Bennet,Thanks to for hosting amp I to discuss the RESTARTAct If we don t pass it now there is going to be destruction on the Main Streets of America that didn t have to happen Let s give small businesses a fighting chance and pass RESTART,0.038888889,positive
9/10/2020,13:41:25,harmarsuperstar,Har Mar Superstar,LiveEventsCo RESTARTAct WeAreLiveEvents ExtendPUA SaveOurStages,0,neutral
9/10/2020,13:28:11,dustyarmadillo,Dusty Armadillo,Thank you for your support in the SaveOurStages and RestartAct Acts The small independent venues of Ohio are grateful,-0.125,negative
9/10/2020,13:13:46,kaylaraemacken1,Kayla Rae Mackenzie,The live events industry is hurting Congress we need your help Pass the RESTART Act We need a financial relief package now RESTARTAct saveliveevents,0.068181818,positive
9/10/2020,12:47:20,senatorbennet,Michael Bennet,Thousands of small businesses across the country including at least 85 in CO are calling on Congress to pass my RESTARTAct to support the small businesses hit hardest by the economic crisis Now is the moment to listen to them and pass the RESTART Act,-0.15,negative
9/10/2020,12:40:48,towertheatreokc,Tower Theatre,Thank you for your support and bringing attention to this issue Without bills like the RESTARTAct and SaveOurStages Tower Theatre like many venues across the country will likely not survive this SAVEOURSTAGES,0.25,positive
9/10/2020,12:31:30,talenttoups,Toups Talent,Pass the RESTARTAct and help the music community survive COVID 19 DistrictAdvocate,0,neutral
9/10/2020,12:31:20,talenttoups,Toups Talent,Pass the RESTARTAct and help the music community survive COVID 19 DistrictAdvocate,0,neutral
9/10/2020,12:31:10,talenttoups,Toups Talent,Pass the RESTARTAct and help the music community survive COVID 19 DistrictAdvocate,0,neutral
9/10/2020,12:23:10,musicfan4891,David T,Senator I don t think your relief package contained the RESTARTact or SaveOurStages act anyway,0,neutral
9/10/2020,12:20:10,_imjustkelsey,No Face,Kendra Horns RESTARTAct SaveOurStages press conference,0,neutral
9/10/2020,12:15:48,musicfan4891,David T,Senator myself and others want to know does this COVID relief package contain the RESTARTact or the SaveOurStages act Not disclosing looks bad Senator RedAlertRESTART,-0.7,negative
9/10/2020,12:15:18,senatorbaldwin,Sen Tammy Baldwin,We must take action by passing the bipartisan RESTARTAct to provide more resources to the hardest hit small businesses in Wisconsin so they can keep our economy moving and get through this pandemic,0.116666667,positive
9/10/2020,11:17:45,iatselocal13,IATSELOCAL13,Minneapolis RoadCaseMarch liveeventscoalition liveeventsMN RESTARTact extendpua saveourstages weareliveevents unionst committee Peavey Plaza,0,neutral
9/10/2020,10:52:26,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct S A Woman Nathan Alvarado 6 8 19 Quatermain s Pub San Antonio TX concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
9/10/2020,10:22:13,musicfan4891,David T,Senator Does This Bill Contain The RESTARTact or the SaveOurStages Act,0,neutral
9/10/2020,10:10:31,davidyuxx1,Davidyuxx,More than 8 700 small business owners and leaders across America have signed on to s letter supporting my RESTARTact with including at least 55 small businesses in Indiana See the full list here RESTARTamerica,0.05,positive
9/10/2020,9:57:43,siasnowsports,SIA,In my state of Colorado with winter approaching there could be more catastrophic loss We ve got to do something to keep America s small businesses alive RESTARTAct,0.0875,positive
9/10/2020,9:27:19,sentoddyoung,Senator Todd Young,More than 8 700 small business owners and leaders across America have signed on to s letter supporting my RESTARTact with including at least 55 small businesses in Indiana See the full list here RESTARTamerica,0.05,positive
9/10/2020,9:27:09,siasnowsports,SIA,Now is the time to listen to the small business owners across our country This is what we re fighting for our workers and business owners have no more time to waste RESTARTAct,-0.233333333,negative
9/10/2020,9:15:47,siasnowsports,SIA,With discussing protecting small businesses w the next rnd of COVID stimulus RESTARTAct,-0.125,negative
9/10/2020,8:42:23,harmarsuperstar,Har Mar Superstar,Headed down to the MPLS Road Case March today to help raise awareness with my stage crew friends Watch for us as we roll road cases from The Orpheum to Peavey Plaza today LiveEventsCo RESTARTAct WeAreLiveEvents ExtendPUA SaveOurStages,-0.155555556,negative
9/10/2020,8:10:14,davidyuxx1,Davidyuxx,This morning at 10AM I ll be joining s and for a discussion on our RESTARTact and how to help America s hardest hit businesses survive the coronavirus pandemic Watch live here RESTARTamerica,0.136363636,positive
9/10/2020,8:00:00,sentoddyoung,Senator Todd Young,This morning at 10AM I ll be joining s and for a discussion on our RESTARTact and how to help America s hardest hit businesses survive the coronavirus pandemic Watch live here RESTARTamerica,0.136363636,positive
9/9/2020,18:45:45,musicfan4891,David T,Can someone tell me if Senator McConnell s COVID package contains the RESTARTact or the SaveOurStages act hasn t answered me and I m on the road with limited phone coverage RedAlertRESTART,-0.071428571,negative
9/9/2020,18:30:48,musicfan4891,David T,Senator Does This Package Contain The RESTARTact or The SaveOurStages Act RedAlertRESTART,0,neutral
9/9/2020,18:17:04,stphntylr,Stephen Tyler,Had a film pulled from because they can t premiere in NYC due to COVID mandates keeping theatres closed We are part of an ecosystem If venues and theatres around the country fail we will too Please ask your Reps to support SaveOurStages and RESTARTAct,-0.241666667,negative
9/9/2020,16:11:43,emmascott,Emma Scott,Or Find Your Representative Here WeAretheArts RESTARTAct DAWNAct SaveOurStages ExtendPua RedAlertRESTART PerformingArts Charleston SCArtsComm ExploreCHS TLWorldBest,0,neutral
9/9/2020,15:59:20,senatorbennet,Michael Bennet,Had a great discussion today with amp small business leaders about the growing momentum for the RESTARTAct Main Street businesses need our help and this bipartisan legislation with 55 Senate cosponsors will support small businesses through this year amp into 2021,0.116666667,positive
9/9/2020,15:28:31,repdelgado,Congressman Antonio Delgado,The RESTARTAct is a critical tool that provides additional resources to support payroll mortgage payments amp fixed operating expenses for small amp mid sized businesses facing substantial losses due to COVID19 I ll keep pushing to get this bill included in future relief packages,-0.045833333,negative
9/9/2020,15:05:23,tdmfh82,Tiffany Hendren,So won t back the SaveOurStages and RESTARTAct but is wasting my time with this How about you stop worrying about cops for a minute and back some bills that help an entire industry decimated by COVID 19,0,neutral
9/9/2020,14:57:55,embassyholdings,embassy holdings,And so the games begin see below for Mike Strickland s Bandit Lites summary prediction of what is happening in Congress re the restartact House offered 2 2T Senate offers 500B 9 8 20 which is DOA House holds firm at 2 2T Senate moves,-0.05,negative
9/9/2020,13:24:09,senatorbennet,Michael Bennet,Join us tomorrow to hear about the momentum building for the RESTARTAct the only bipartisan proposal of its kind to support small businesses hurt by the pandemic,0.116666667,positive
9/9/2020,12:47:21,atlaspyrovision,Atlas Fireworks,Please pass the RESTART Act Restart RestartAct SmallBiz,0,neutral
9/9/2020,12:40:44,musicfan4891,David T,Does your COVID package include the RESTARTact The SaveOurStages act,0,neutral
9/9/2020,12:39:58,musicfan4891,David T,Does this include the RESTARTact The SaveOurStages Act,0,neutral
9/9/2020,12:35:13,pyropelk,Stephen Pelkey,Help Small Businesses in Live Entertainment Congress needs to pass RestartAct,-0.056818182,negative
9/9/2020,12:00:03,parkalbany,ParkAlbany,Let your voice be heard Tell Congress that independent arts and music venues are the life blood of our community and we NEED the SaveOurStagesAct and the RestartAct passed to help support our local venues,0,neutral
9/9/2020,11:56:00,caeventscoal,California Events Coalition,Can we count on you to make a call today Demand to pass the restartact 415 556 4862 202 224 3553 916 445 2841,0,neutral
9/9/2020,11:49:40,rootsnbluesfest,Roots N Blues Festival,The live events industry employs over 12 million people in the US and contributes nearly 1 trillion into the US economy annually We need you to take action and push Congress to pass the RESTARTAct and the saveourstagesact Time is running out Head to,0.112121212,positive
9/9/2020,10:28:22,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct The Heroine Lynnwood vocals Joey guitar 8 23 19 502 Bar San Antonio TX concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
9/9/2020,8:13:51,nationalace,National ACE,Join us today 10 10am EDT Former CEO Howard Schultz and US Senator Michael Bennet will discuss how the RESTARTAct is an important solution to help smallbiz recover during COVID19 Register here,0.2,positive
9/8/2020,22:02:10,jg2collective,JG2 Collective,Please go to and send a message to your US representatives in congress It s takes only 60 seconds Congress can help the eventproduction industry by signing the RESTARTAct We need your help RedAlertRESTART SaveOurStages,0,neutral
9/8/2020,20:18:23,musicfan4891,David T,Senator does your package include the RESTARTact The SaveOurStages act,0,neutral
9/8/2020,20:17:35,musicfan4891,David T,Senator does this package include the RESTARTact The SaveOurStages act,0,neutral
9/8/2020,18:30:33,jenn_manning,Jennifer Manning,congress unemployment Dear Congress please make progress on the unemployment issues at hand Your people urgently need you to act RESTARTAct HEALSact,0,neutral
9/8/2020,17:28:49,musicfan4891,David T,Senator your proposal does it include the RESTARTact The SaveOurStages act,0,neutral
9/8/2020,14:38:39,taylormvde__,TAYLOR MVDE,Posted up at the Capital with my family today to PushFor600atx If you enjoy live music WRITE YOUR REPRESENTATIVES and tell them to back the restartact and heroesact so the millions of us can stay afloat and keep your favorite music venues afloat,0.172727273,positive
9/8/2020,14:01:03,team_tomorrow_,TOMORROW,A playlist made up of contributions from around the industry of everyone s first favourite tours We need the SaveOurStagesAct and the RestartAct passed in order to keep venues nationwide from closing permanently,0.25,positive
9/8/2020,13:45:04,sbecouncil,SBE Council,TUNE In tomorrow with and Countless smallbiz owners have pivoted and are working hard to keep their doors open The RESTARTAct is an important solution to help smallbiz recover and effectively navigate uncertainty in the COVID19 economy,0.141666667,positive
9/8/2020,12:49:16,dawnabbott,Dawn Abbott,Congress live events account for over 1 Trillion dollars in annual revenue If you don t pass a relief bill our industry will not survive Who will produce your events Act now lives depend on it restartact saveliveevents,0.136363636,positive
9/8/2020,12:05:21,senatorbennet,Michael Bennet,Small businesses are struggling to stay afloat especially theaters amp live events venues Josh Blanchard from told me how the hit to tourism has also hurt the arts This is exactly why we need to pass my RESTARTAct to save our stages amp provide support through 2021,0.027272727,positive
9/8/2020,11:54:48,smbizroundtable,Small Business Roundtable,We look forward to hosting former Starbucks CEO and SBR CEOs to discuss the RESTARTAct TOMORROW Sept 9th at 10 10AM ET Discussion will focus on this legislation and future of America s SmallBusiness Register here,0,neutral
9/8/2020,11:13:01,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Matt Brown Aziz 7 3 19 Fitzgerald s San Antonio TX concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
9/8/2020,2:19:25,dblplus,dblplus,Venues all over the country need a lifeline To saveourstages restartact It s a domino effect no live events no work for artists tech crew ticketing merch the bars the neighborhood and the city loses Rickshaw Stop NIVA,-0.184090909,negative
9/8/2020,0:12:23,michaelmaxson17,Metal Max,Funny Not Funny WeMakeEvents SaveOurStages RedAlertRESTART RestartAct proaudio livesoundengineer vote,0.0625,positive
9/7/2020,18:54:58,derektixx,Derek Palmer,saveourstages restartact,0,neutral
9/7/2020,14:52:36,repdelgado,Congressman Antonio Delgado,I joined at today to highlight the dire situation faced by venues amp small amp mid sized businesses who are experiencing losses due to COVID19 Congress must pass the RESTARTAct amp provide additional relief for businesses hardest hit by the pandemic,-0.125,negative
9/7/2020,13:28:02,roccovitale3,Rocco Vitale,Please get behind restartact,-0.4,negative
9/7/2020,11:33:27,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Peck Nizzle Pedagogic 4 12 19 Fitzgerald s San Antonio TX concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
9/7/2020,11:19:53,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:19:17,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:18:34,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:17:55,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:17:02,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:16:25,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:15:39,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:14:05,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,11:13:11,globalexhibit,Global Exhibit Management,Today 12 million trade show and live event professionals wish they were working on Labor Day show your support to extend PPP PUA FPUC RESTART legislation wemakeeventshappen tradeshows exhibitions GoLiveTogether restartact meetingsmeanbusiness,0.136363636,positive
9/7/2020,9:07:48,donnie_biggins,Donnie Biggins,In order for me to use the Tax Holiday I d need to have employees Unfortunately like most small businesses in the entertainment industry mine is still closed with 0 employees The PPP loan was created to last 10 weeks That started in April We have been forgotten RestartAct,-0.07,negative
9/6/2020,20:49:39,michaelmaxson17,Metal Max,No Work since March Open up venues at limited capacity we can do a better job with safety than what s going on in the strip which should be shut down Live Event Industry is being destroyed RESTARTAct WeMakeEvents saveourstages,0.081875902,positive
9/6/2020,20:42:45,michaelmaxson17,Metal Max,Open up venues at limited capacity we can do a better job with safety than what s going on in the strip of which should be shut down RESTARTAct saveourstages roadies concerts liveaidforcrew,0.068253968,positive
9/6/2020,19:10:38,rickshawstopsf,Rickshaw Stop,Our talent buyer and mgr spoke to about the mess we and other venues are in Take a listen saveourstages restartact,-0.15,negative
9/6/2020,15:05:10,caeventscoal,California Events Coalition,When the nation pauses to honor its workers the vibrant liveevents industry and it s committed hard working professionals get no respect extendPUA SaveLiveEvents RESTARTact,-0.0625,negative
9/6/2020,14:52:07,da_hipkatz,DaHipKatz RepealAB5,FYI restartact weareevents,0,neutral
9/6/2020,11:32:07,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Marc Coronado 4 12 19 Fitzgerald s San Antonio TX concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
9/6/2020,10:24:52,michaelmaxson17,Metal Max,Allow Concerts If is allowed to get away with this allow conventions amp LiveEvent 2 take place WeMakeEvents RESTARTAct if not Shut Fremont Street Down Maybe there is a class action lawsuit in this against the state by production companies,-0.027777778,negative
9/6/2020,8:26:33,michaelmaxson17,Metal Max,open up Concerts conventions livemusic now Your a Hypocrite saying we can have the Vegas strip jammed but no events SaveOurStages RESTARTAct WeMakeEvents,-0.05,negative
9/6/2020,8:04:10,pbcmusician,Peter Councell,THIS Please CLICK to LEARN more about the wemakeevents initiative If you love music music making live production or ever wanting to see your favorite artist band LIVE ever again SIGN amp SHARE TODAY redalertrestart redalert extendpua restartact,0.354545455,positive
9/6/2020,5:49:48,musicfan4891,David T,Thank you Senator I hope you will support legislation like the RESTARTact or SaveOurStages Act with respect to the live events industry,0.136363636,positive
9/5/2020,20:39:45,donnie_biggins,Donnie Biggins,RESTARTACT,0,neutral
9/5/2020,20:33:42,rachofparadise,Rachael Ann,Going to miss theuptown in Oakland many happy memories DJing here as ADHDJ Everyone write to your congress person so that the restartact can potentially SaveOurStages,0.433333333,positive
9/5/2020,18:17:02,musicfan4891,David T,House Kevin McCarthy Bakersfield is famous for country music Thousands of small businesses across the nation devastated by COVID 19 like iconic live music venues NEED your support on the RESTARTact and the SaveOurStages Act ASAP RedAlertRESTART,0.221590909,positive
9/5/2020,17:44:18,michaelmaxson17,Metal Max,This is Bullshit But no Concerts stop destroying liveentertainment companies musicians Techs and more WeMakeEvents SaveOurStages RESTARTAct Vegas,0.15,positive
9/5/2020,13:38:23,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Tim Mrak The Psychoholics 5 25 19 Fitzgerald s San Antonio TX concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
9/5/2020,12:36:19,kitswink,Kitty Ann Swink,Dear Members of Congress on both sides of the aisle Please support the RESTARTact and SaveOurStages Music and Theatre are a huge driver to the economic health of the US And they are an even bigger driver of empathy ArtChangesLives,0.2,positive
9/5/2020,6:36:24,5evidences,5Evidences,LET THE MUSIC PLAY redalert wemakeevents redalertRESTART wme liveevents saveourstages restartact broadcast recording concert event tvshow,0,neutral
9/4/2020,18:17:32,pinkydmd,Pinky RepealAB5,i m so sad one of the most amazing emmywinning sound engineer has to close my favorite place in Paso Robles Save our venues Restartact redalert Hy Line Hilton,0.3,positive
9/4/2020,15:19:13,scenicsolution,ScenicSolutionsLLC,ThisWeekInTheShop We volunteered to help set up run Tuesday s RedAlertRESTART Help us by urging Congress to pass the RestartAct the SaveOurStages Act and ExtendPUA Let them know that the live entertainment industry is essential to the recovery of our national economy,0.068181818,positive
9/4/2020,15:17:03,pianomalone,Bob Malone,From the smallest dives to the biggest arenas there has always been a place for me to play amp people to make me look amp sound good while doing it These people and these venues are in danger Visit to help get RESTARTAct amp saveoutstages passed in Congress,0.55,positive
9/4/2020,15:08:25,musicfan4891,David T,Speaker you haven t said much about small business COVID relief yourself We need the RESTARTact passed Now RedAlertRESTART SaveOurStages,-0.025,negative
9/4/2020,14:17:16,cbqchuck,THIS is Chuck Stanley,SaveOurStagesAct RestartAct Stephen Bishop Thunder Horse 7 29 19 The Limelight San Antonio TX concertphotography musicphotography concertphotographer livemusicphotography musicphotographer gigphotography do210 saveourstages,0,neutral
9/4/2020,14:06:05,mrje,Don Draper,We shine our lights red as a call to action to YOU and to Congress to pass the RESTARTAct and save venues and millions of unemployed workers across the country Please join us and call on your local,0.033333333,positive
9/4/2020,13:57:25,owlvisionllc,Owl Vision LLC,We will keep doing this until the restartact is put into place wemakeevents liveeventindustry RedAlertRestart We are proud to participate in the RedAlertRESTART campaign happening across the country this past,0.275,positive
9/4/2020,13:41:11,danceprism,Dance Prism,We are so fortunate that our Kaleidoscope fundraiser has made it possible to protect our studio space but we need the SaveOurStagesAct amp the RestartAct passed to protect the theaters that are crucial to to the existence of Dance Prism amp all dance companies,0.133333333,positive
9/4/2020,13:04:41,stealiesjam,Stealie s Jam Music Store,Take action SaveOurStages independent venues need our help Tell congress to pass the SaveOurStagesAct and the RestartAct One day live music will be back and we need them fully present Sign the petition at,0.047272727,positive
9/4/2020,10:50:02,moxcar,Moxley Carmichael,Since the pandemic began s income is down to 5 of its budget due to loss of rental fees ticket sales and concessions Learn how RESTARTAct could help the live events industry Act now,-0.048063973,negative
9/4/2020,10:09:46,tdmfh82,Tiffany Hendren,Hey what s the deal Have you never enjoyed a concert or live event How do you think your voice gets loud at campaign events Asking you to support these bills and all the people in the events industry impacted by COVID 19 SaveOurStages RESTARTAct,-0.004545455,negative
9/4/2020,10:02:17,stifeltheatre,Stifel Theatre,Help ensure these venues can continue to bring us the entertainment that we love in the years to come Voice your support at and tell your legislators to pass the SaveOurStagesAct and RestartAct,0.5,positive
9/4/2020,10:00:04,enterprise_cntr,Enterprise Center,Help ensure these venues can continue to bring us the artists that we love Voice your support at and tell your legislators to pass the SaveOurStagesAct and RestartAct,0.5,positive
9/4/2020,9:08:04,dcdclive,DCDC,The threat is real Please help today by supporting the RESTART Act RESTARTAct WeMakeEvents RedAlertRESTART ExtendPUA An estimated 96 or 12 million people in the Live Events industry are affected by the closing of events and venues and will be the last to open ACT NOW,0.117272727,positive
9/4/2020,9:00:27,deathclubpgh,SteelCityDeathClub,TODAY is another BandcampFirstFriday and you can do your part to SaveOurStages ALL proceeds from the purchase of either of our comps will be donated to Support NIVA Check it all out here WeMakeEvents RestartAct ExtendPUA NIVA,0,neutral
9/4/2020,7:40:15,west_archer_ave,Ethan Merrick,We NEED the SaveOurStagesAct and the RestartAct passed in order to keep independent venues nationwide from closing permanently Please help us SaveOurStages now,0,neutral
9/3/2020,23:16:42,allthingsidina,All Things Idina,Well since we need to SaveTheArts with the RESTARTAct in RED what are the odds we can bring back RED tour too Burning,0,neutral
9/3/2020,22:25:12,seibertla,Lisa Seibert,PHOTOS by Dan Feldkamp event venues SchusterCenter VictoriaTheatre lit up red Tuesday Sept 1 2020 RedAlertRESTART RESTARTAct DaytonLocal Dayton,0,neutral
9/3/2020,20:35:52,mileofmusicfest,Mile of Music Festival,Help save the live music ecosystem SaveOurStages RESTARTAct,0.136363636,positive
9/3/2020,17:26:59,lisaquigleytn,Lisa Quigley,I hear that he s also telling people that there will be no new COVID relief out of the GOP controlled US Senate before the election No SaveOurStages No save our Restaurant No RESTARTAct Really,0.065909091,positive
9/3/2020,16:35:16,indymojo,indymojo,We re going RED tonight for RedAlertRestart at raising awareness and sending a message to Congress to pass the RestartAct amp SaveOurStages act an initiative to get help for the entertainment industry WEAR RED,0,neutral
9/3/2020,15:05:36,musicfan4891,David T,I d still like to hear from you Senator regarding the RESTARTact and SaveOurStages Act RedAlertRESTART,0,neutral
9/3/2020,15:03:30,bench,Bench Accounting,An industry needing COVIDrelief is live venues As reported by 90 of independent venues would close permanently in a few months if support doesn t come The RESTARTAct was introduced in May but has seen no movement Read more,0.109090909,positive
9/3/2020,14:02:04,musicfan4891,David T,Say something about small business COVID relief Speaker RESTARTact RedAlertRESTART SaveOurStages,-0.25,negative
9/3/2020,13:35:07,ovrocksca,OttawaValleyRocks ca,restartact Ottawa Valley Rocks,0,neutral
9/3/2020,13:32:33,rikk_rollins,Rikk Rollins Music,Lets talk about the RestartAct menwithtattoosandbeards menwhosmokeweed stoner 420 artist highasf like4like ottawa canada bored happy inked f4follow garden greenthumb fitnessmotivation,0.15,positive
9/3/2020,12:37:52,musicfan4891,David T,What about the RESTARTact Speaker What about the thousands of shuttered small businesses and millions out of work RedAlertRESTART,-0.25,negative
9/3/2020,12:15:05,musicfan4891,David T,Can you elaborate on partisan games Millions of us just need the RESTARTact passed RedAlertRESTART,0.5,positive
9/3/2020,12:10:21,cbqchuck,THIS is Chuck Stanley,this photo was used for a billboard to promote one of their other concerts SaveOurStagesAct RestartAct it takes less than 30 secs to participate Q The Music of Queen Sean Cameron Taylor Bini 3 29 19 The Aztec Theatre,-0.145833333,negative
9/3/2020,12:02:41,senatorbennet,Michael Bennet,The iconic lit up red for RedAlertRESTART this week It s amazing to see so many Coloradans supporting my legislation to help small businesses hit hardest by the pandemic Thank you for supporting RESTARTAct to save live music venues,0.248295455,positive
9/3/2020,11:59:45,senatorbennet,Michael Bennet,This week amp Dillon Amphitheater lit up red to support my RESTARTAct legislation to help sustain the small businesses hit hardest by COVID19 Grateful to have their support in Colorado Let s get this done RedAlertRESTART,-0.125,negative
9/3/2020,11:39:39,laborboss,Labor Boss,We joined the RedAlertRestart initiative to encourage Congress to pass the RESTART Act amp extend Pandemic Unemployment Assistance Read more and see some news coverage by visiting our website wemakeevents saveourstages restartact iatse chicagolabor,0.5,positive
9/3/2020,11:24:16,musicfan4891,David T,It s September 3rd and Congress has still not passed small business COVID relief legislation That s your Congress RESTARTact RedAlertRESTART SaveOurStages,-0.125,negative
9/3/2020,10:44:53,sin_fanzine,Lord Prosser,restart restartact,0,neutral
9/3/2020,10:43:12,jillsyler,Jill Syler,Congress live events account for over 1 Trillion dollars in annual revenue If you don t pass a relief bill our industry will not survive Who will produce your events Act now lives depend on it restartact saveliveevents ExtendUI,0.136363636,positive
9/3/2020,10:41:56,jillsyler,Jill Syler,40 of the ranks of the unemployed are in the Live Events and Hospitality Industry Congress how can you walk away from us We want to work don t you restartact saveliveevents,0.136363636,positive
9/3/2020,10:32:16,dawnabbott,Dawn Abbott,The live events industry is hurting Congress we need your help Please Pass the RESTART Act We need a financial relief package now restartact saveliveevents,0.068181818,positive
9/3/2020,9:49:38,damico_j,John Brown Damico,Restartact saveliveevents live events account for over 1 Trillion dollars in annual revenue,0.136363636,positive
9/3/2020,8:08:00,mruggieriajc,Melissa Ruggieri,Dozens of Georgia artists including and are petitioning Georgia state senators and to support aid for local venues SaveOurStages RESTARTAct,0,neutral
9/3/2020,7:16:25,hubbubmusic,Hubbub Music,SaveOurStages and the RESTARTact are pending legislation to assist live music venues during the pandemic and your voice is needed Read about our efforts in Georgia here Read the open letter here,0.068181818,positive
9/3/2020,3:40:27,nationssean,Sean Nations,SaveOurStagesAct RestartAct it takes less than 30 secs to participate,-0.166666667,negative
9/2/2020,22:56:18,evenindeatharmy,Even in Death,SaveOurStagesAct RestartAct it takes less than 30 secs to participate,-0.166666667,negative
9/2/2020,21:39:59,farahsosa,Farah Sosa FARAHSTOP,Sept 1 2020 Nationwide venues lit up in red in response to redalertrestart encouraging all to contact your legislators and support the survival of independent event spots The RestartAct and SaveOurStagesAct,0,neutral
9/2/2020,20:54:32,littletavel,yams,Live events employ over 12M people amp contribute over 1 trillion annually to the US economy 95 of live events have been cancelled due to COVID 96 of companies have cut staff wages 77 of people in the live industry lost 100 of income Pass the RESTARTACT amp saveourstages,0.071022727,positive
9/2/2020,19:59:14,derektixx,Derek Palmer,Live Thank you restartact saveourstages,0.136363636,positive
9/2/2020,19:50:38,sea_air_aah,Sierra Lorraine,Music venues in a huge way gave me shelter amp family when I felt lost saveourstages saveourstagesact RESTARTAct,0.4,positive
9/2/2020,19:20:36,nrma298,NRMA Local 298,RT AFM RT RT AFM RT Take ACTION Solidarity Local 2 AFM ExtendPUA RESTARTAct WeMakeEvents RedAlertRESTART,0.05,positive
9/2/2020,19:07:00,mruggieriajc,Melissa Ruggieri,Dozens of Georgia artists including and are petitioning Georgia state senators and to support aid for local venues SaveOurStages RESTARTAct,0,neutral
9/2/2020,18:57:06,sashaseesshows,SashaSawShows,Cuz we you live music September Is legislation and RedAlertRESTART month Please visit and tell Congress to pass the RESTARTact so we can see and so many others again,0.318181818,positive
9/2/2020,18:49:00,strapbackmusic,sTrap Back,SAVE THE MUSIC INDUSTRY SaveOurStages RestartAct,0,neutral
9/2/2020,18:45:38,l8dyice85,PopTrashMoviee,THIS ALWAYS SaveOurStages RESTARTAct saveourvenues,0,neutral
9/2/2020,18:43:18,thebigpa,Paul Adams,Rocking up to the bar shouting your order over the opening act getting excited for the band you ve come to see those opening notes Nothing like it Think about all the people who help bring you that buzz who s living depends on it Look into SaveOurStages and RestartAct,0.375,positive
